id,value
id_4136,22
id_4137,23
id_4138,21
id_4139,19
id_4140,15
id_4141,19
id_4142,17
id_4143,19
id_4144,16
id_4145,20
id_4146,14
id_4147,8
id_4148,6
id_4149,4
id_4150,6
id_4151,7
id_4152,12
id_4153,18
id_4154,21
id_4155,22
id_4156,19
id_4157,24
id_4158,28
id_4159,24
id_4160,24
id_4161,17
id_4162,27
id_4163,20
id_4164,25
id_4165,23
id_4166,25
id_4167,24
id_4168,28
id_4169,25
id_4170,22
id_4171,20
id_4172,25
id_4173,31
id_4174,30
id_4175,24
id_4176,19
id_4177,18
id_4178,13
id_4179,8
id_4180,6
id_4181,11
id_4182,11
id_4183,9
id_4184,15
id_4185,17
id_4186,22
id_4187,18
id_4188,28
id_4189,18
id_4190,11
id_4191,9
id_4192,9
id_4193,9
id_4194,0
id_4195,6
id_4196,7
id_4197,8
id_4198,3
id_4199,2
id_4200,1
id_4201,8
id_4202,11
id_4203,19
id_4204,13
id_4205,13
id_4206,6
id_4207,7
id_4208,16
id_4209,23
id_4210,21
id_4211,17
id_4212,18
id_4213,22
id_4214,25
id_4215,25
id_4216,27
id_4217,23
id_4218,15
id_4219,17
id_4220,16
id_4221,25
id_4222,22
id_4223,24
id_4224,27
id_4225,27
id_4226,35
id_4227,26
id_4228,26
id_4229,26
id_4230,32
id_4231,37
id_4232,32
id_4233,36
id_4234,26
id_4235,31
id_4236,25
id_4237,36
id_4238,33
id_4239,31
id_4240,24
id_4241,17
id_4242,21
id_4243,26
id_4244,24
id_4245,22
id_4246,16
id_4247,26
id_4248,30
id_4249,28
id_4250,24
id_4251,15
id_4252,18
id_4253,13
id_4254,11
id_4255,14
id_4256,11
id_4257,20
id_4258,19
id_4259,17
id_4260,7
id_4261,6
id_4262,13
id_4263,16
id_4264,9
id_4265,3
id_4266,4
id_4267,4
id_4268,7
id_4269,7
id_4270,9
id_4271,13
id_4272,11
id_4273,21
id_4274,21
id_4275,21
id_4276,23
id_4277,20
id_4278,19
id_4279,29
id_4280,33
id_4281,30
id_4282,32
id_4283,18
id_4284,25
id_4285,11
id_4286,14
id_4287,1
id_4288,8
id_4289,12
id_4290,13
id_4291,13
id_4292,9
id_4293,11
id_4294,6
id_4295,8
id_4296,6
id_4297,12
id_4298,14
id_4299,19
id_4300,12
id_4301,18
id_4302,23
id_4303,29
id_4304,16
id_4305,11
id_4306,5
id_4307,4
id_4308,2
id_4309,2
id_4310,2
id_4311,0
id_4312,7
id_4313,7
id_4314,8
id_4315,0
id_4316,7
id_4317,13
id_4318,14
id_4319,11
id_4320,4
id_4321,7
id_4322,6
id_4323,7
id_4324,6
id_4325,3
id_4326,4
id_4327,2
id_4328,4
id_4329,4
id_4330,11
id_4331,8
id_4332,15
id_4333,7
id_4334,13
id_4335,6
id_4336,6
id_4337,4
id_4338,4
id_4339,4
id_4340,10
id_4341,9
id_4342,18
id_4343,10
id_4344,13
id_4345,11
id_4346,10
id_4347,16
id_4348,15
id_4349,23
id_4350,17
id_4351,15
id_4352,14
id_4353,15
id_4354,11
id_4355,20
id_4356,16
id_4357,25
id_4358,15
id_4359,16
id_4360,8
id_4361,10
id_4362,20
id_4363,18
id_4364,14
id_4365,3
id_4366,9
id_4367,16
id_4368,24
id_4369,29
id_4370,22
id_4371,19
id_4372,15
id_4373,18
id_4374,15
id_4375,25
id_4376,23
id_4377,29
id_4378,25
id_4379,21
id_4380,14
id_4381,6
id_4382,6
id_4383,7
id_4384,5
id_4385,14
id_4386,13
id_4387,24
id_4388,22
id_4389,21
id_4390,18
id_4391,18
id_4392,28
id_4393,26
id_4394,31
id_4395,30
id_4396,34
id_4397,36
id_4398,35
id_4399,38
id_4400,45
id_4401,56
id_4402,56
id_4403,43
id_4404,35
id_4405,26
id_4406,21
id_4407,7
id_4408,17
id_4409,20
id_4410,20
id_4411,18
id_4412,16
id_4413,16
id_4414,16
id_4415,14
id_4416,22
id_4417,23
id_4418,23
id_4419,21
id_4420,17
id_4421,32
id_4422,43
id_4423,40
id_4424,48
id_4425,42
id_4426,49
id_4427,37
id_4428,41
id_4429,39
id_4430,37
id_4431,31
id_4432,29
id_4433,24
id_4434,21
id_4435,15
id_4436,18
id_4437,12
id_4438,15
id_4439,20
id_4440,26
id_4441,31
id_4442,34
id_4443,40
id_4444,39
id_4445,43
id_4446,45
id_4447,58
id_4448,47
id_4449,54
id_4450,44
id_4451,56
id_4452,53
id_4453,58
id_4454,43
id_4455,32
id_4456,23
id_4457,34
id_4458,41
id_4459,38
id_4460,37
id_4461,30
id_4462,39
id_4463,25
id_4464,22
id_4465,22
id_4466,27
id_4467,25
id_4468,21
id_4469,21
id_4470,31
id_4471,27
id_4472,27
id_4473,24
id_4474,24
id_4475,20
id_4476,14
id_4477,17
id_4478,20
id_4479,20
id_4480,18
id_4481,21
id_4482,21
id_4483,27
id_4484,28
id_4485,29
id_4486,30
id_4487,36
id_4488,42
id_4489,43
id_4490,35
id_4491,35
id_4492,38
id_4493,31
id_4494,40
id_4495,35
id_4496,37
id_4497,27
id_4498,23
id_4499,25
id_4500,22
id_4501,17
id_4502,6
id_4503,6
id_4504,14
id_4505,16
id_4506,22
id_4507,15
id_4508,23
id_4509,19
id_4510,35
id_4511,42
id_4512,55
id_4513,49
id_4514,47
id_4515,44
id_4516,47
id_4517,40
id_4518,39
id_4519,30
id_4520,32
id_4521,24
id_4522,27
id_4523,27
id_4524,28
id_4525,34
id_4526,32
id_4527,24
id_4528,26
id_4529,29
id_4530,40
id_4531,38
id_4532,38
id_4533,34
id_4534,34
id_4535,36
id_4536,45
id_4537,43
id_4538,44
id_4539,32
id_4540,39
id_4541,40
id_4542,44
id_4543,42
id_4544,49
id_4545,58
id_4546,65
id_4547,54
id_4548,46
id_4549,33
id_4550,30
id_4551,41
id_4552,39
id_4553,40
id_4554,28
id_4555,19
id_4556,26
id_4557,18
id_4558,28
id_4559,18
id_4560,55
id_4561,59
id_4562,54
id_4563,60
id_4564,53
id_4565,59
id_4566,46
id_4567,44
id_4568,29
id_4569,27
id_4570,26
id_4571,27
id_4572,35
id_4573,35
id_4574,41
id_4575,29
id_4576,37
id_4577,28
id_4578,36
id_4579,34
id_4580,37
id_4581,31
id_4582,33
id_4583,33
id_4584,38
id_4585,31
id_4586,23
id_4587,16
id_4588,10
id_4589,13
id_4590,15
id_4591,13
id_4592,13
id_4593,5
id_4594,7
id_4595,5
id_4596,16
id_4597,20
id_4598,25
id_4599,17
id_4600,15
id_4601,8
id_4602,11
id_4603,10
id_4604,17
id_4605,16
id_4606,12
id_4607,6
id_4608,10
id_4609,19
id_4610,19
id_4611,34
id_4612,38
id_4613,37
id_4614,31
id_4615,26
id_4616,25
id_4617,18
id_4618,13
id_4619,16
id_4620,19
id_4621,23
id_4622,14
id_4623,9
id_4624,7
id_4625,11
id_4626,8
id_4627,7
id_4628,8
id_4629,17
id_4630,19
id_4631,13
id_4632,6
id_4633,7
id_4634,16
id_4635,23
id_4636,24
id_4637,23
id_4638,23
id_4639,17
id_4640,12
id_4641,9
id_4642,10
id_4643,11
id_4644,12
id_4645,21
id_4646,16
id_4647,12
id_4648,8
id_4649,14
id_4650,14
id_4651,20
id_4652,24
id_4653,34
id_4654,31
id_4655,25
id_4656,20
id_4657,29
id_4658,42
id_4659,38
id_4660,37
id_4661,40
id_4662,50
id_4663,51
id_4664,41
id_4665,28
id_4666,21
id_4667,20
id_4668,21
id_4669,21
id_4670,20
id_4671,22
id_4672,18
id_4673,22
id_4674,18
id_4675,15
id_4676,5
id_4677,11
id_4678,19
id_4679,26
id_4680,23
id_4681,22
id_4682,20
id_4683,18
id_4684,20
id_4685,19
id_4686,26
id_4687,23
id_4688,28
id_4689,26
id_4690,29
id_4691,24
id_4692,23
id_4693,17
id_4694,18
id_4695,15
id_4696,19
id_4697,13
id_4698,11
id_4699,9
id_4700,9
id_4701,9
id_4702,6
id_4703,24
id_4704,37
id_4705,38
id_4706,32
id_4707,35
id_4708,37
id_4709,38
id_4710,27
id_4711,21
id_4712,18
id_4713,15
id_4714,22
id_4715,25
id_4716,29
id_4717,24
id_4718,24
id_4719,32
id_4720,41
id_4721,50
id_4722,46
id_4723,45
id_4724,36
id_4725,35
id_4726,36
id_4727,33
id_4728,29
id_4729,34
id_4730,32
id_4731,44
id_4732,64
id_4733,94
id_4734,88
id_4735,70
id_4736,71
id_4737,81
id_4738,83
id_4739,63
id_4740,53
id_4741,38
id_4742,29
id_4743,24
id_4744,24
id_4745,19
id_4746,15
id_4747,6
id_4748,1
id_4749,0
id_4750,1
id_4751,1
id_4752,5
id_4753,7
id_4754,9
id_4755,9
id_4756,5
id_4757,8
id_4758,4
id_4759,11
id_4760,6
id_4761,6
id_4762,0
id_4763,5
id_4764,6
id_4765,10
id_4766,4
id_4767,3
id_4768,0
id_4769,0
id_4770,0
id_4771,0
id_4772,0
id_4773,0
id_4774,0
id_4775,4
id_4776,12
id_4777,12
id_4778,18
id_4779,18
id_4780,21
id_4781,32
id_4782,33
id_4783,21
id_4784,13
id_4785,1
id_4786,4
id_4787,5
id_4788,14
id_4789,18
id_4790,19
id_4791,11
id_4792,6
id_4793,14
id_4794,12
id_4795,12
id_4796,0
id_4797,2
id_4798,7
id_4799,12
id_4800,23
id_4801,36
id_4802,44
id_4803,47
id_4804,44
id_4805,39
id_4806,32
id_4807,17
id_4808,19
id_4809,27
id_4810,41
id_4811,45
id_4812,41
id_4813,40
id_4814,28
id_4815,21
id_4816,16
id_4817,26
id_4818,18
id_4819,11
id_4820,6
id_4821,7
id_4822,12
id_4823,4
id_4824,6
id_4825,1
id_4826,1
id_4827,0
id_4828,6
id_4829,18
id_4830,30
id_4831,30
id_4832,18
id_4833,11
id_4834,10
id_4835,21
id_4836,17
id_4837,18
id_4838,14
id_4839,14
id_4840,11
id_4841,14
id_4842,14
id_4843,10
id_4844,4
id_4845,9
id_4846,14
id_4847,10
id_4848,17
id_4849,11
id_4850,17
id_4851,8
id_4852,14
id_4853,16
id_4854,26
id_4855,33
id_4856,33
id_4857,37
id_4858,26
id_4859,21
id_4860,18
id_4861,24
id_4862,20
id_4863,9
id_4864,6
id_4865,6
id_4866,5
id_4867,0
id_4868,4
id_4869,7
id_4870,9
id_4871,12
id_4872,14
id_4873,19
id_4874,13
id_4875,11
id_4876,9
id_4877,6
id_4878,3
id_4879,3
id_4880,13
id_4881,19
id_4882,15
id_4883,4
id_4884,7
id_4885,12
id_4886,13
id_4887,9
id_4888,4
id_4889,6
id_4890,1
id_4891,1
id_4892,0
id_4893,0
id_4894,0
id_4895,4
id_4896,6
id_4897,6
id_4898,0
id_4899,2
id_4900,14
id_4901,34
id_4902,54
id_4903,69
id_4904,66
id_4905,59
id_4906,36
id_4907,33
id_4908,18
id_4909,11
id_4910,0
id_4911,0
id_4912,0
id_4913,0
id_4914,0
id_4915,1
id_4916,1
id_4917,13
id_4918,19
id_4919,23
id_4920,14
id_4921,5
id_4922,5
id_4923,11
id_4924,16
id_4925,18
id_4926,18
id_4927,18
id_4928,-1
id_4929,-1
id_4930,-1
id_4931,-1
id_4932,-1
id_4933,-1
id_4934,-1
id_4935,-1
id_4936,-1
id_4937,-1
id_4938,-1
id_4939,-1
id_4940,-1
id_4941,-1
id_4942,-1
id_4943,-1
id_4944,-1
id_4945,-1
id_4946,18
id_4947,0
id_4948,15
id_4949,19
id_4950,19
id_4951,19
id_4952,12
id_4953,3
id_4954,6
id_4955,11
id_4956,11
id_4957,8
id_4958,6
id_4959,6
id_4960,12
id_4961,11
id_4962,11
id_4963,7
id_4964,3
id_4965,13
id_4966,31
id_4967,47
id_4968,47
id_4969,31
id_4970,17
id_4971,14
id_4972,18
id_4973,22
id_4974,22
id_4975,21
id_4976,21
id_4977,19
id_4978,14
id_4979,7
id_4980,6
id_4981,10
id_4982,14
id_4983,9
id_4984,3
id_4985,0
id_4986,4
id_4987,4
id_4988,8
id_4989,2
id_4990,4
id_4991,8
id_4992,14
id_4993,20
id_4994,19
id_4995,23
id_4996,49
id_4997,71
id_4998,69
id_4999,38
id_5000,9
id_5001,9
id_5002,14
id_5003,20
id_5004,18
id_5005,13
id_5006,10
id_5007,10
id_5008,8
id_5009,8
id_5010,2
id_5011,2
id_5012,0
id_5013,4
id_5014,14
id_5015,25
id_5016,0
id_5017,3
id_5018,4
id_5019,4
id_5020,4
id_5021,1
id_5022,18
id_5023,30
id_5024,33
id_5025,15
id_5026,10
id_5027,10
id_5028,16
id_5029,20
id_5030,21
id_5031,14
id_5032,6
id_5033,0
id_5034,10
id_5035,15
id_5036,24
id_5037,15
id_5038,14
id_5039,14
id_5040,21
id_5041,21
id_5042,21
id_5043,22
id_5044,16
id_5045,12
id_5046,4
id_5047,13
id_5048,13
id_5049,17
id_5050,7
id_5051,5
id_5052,4
id_5053,20
id_5054,19
id_5055,20
id_5056,5
id_5057,12
id_5058,15
id_5059,22
id_5060,14
id_5061,6
id_5062,4
id_5063,13
id_5064,20
id_5065,31
id_5066,32
id_5067,37
id_5068,28
id_5069,32
id_5070,38
id_5071,36
id_5072,35
id_5073,27
id_5074,24
id_5075,21
id_5076,26
id_5077,34
id_5078,29
id_5079,21
id_5080,21
id_5081,21
id_5082,0
id_5083,0
id_5084,0
id_5085,0
id_5086,0
id_5087,0
id_5088,0
id_5089,0
id_5090,0
id_5091,0
id_5092,0
id_5093,0
id_5094,10
id_5095,18
id_5096,18
id_5097,18
id_5098,18
id_5099,18
id_5100,18
id_5101,18
id_5102,18
id_5103,20
id_5104,20
id_5105,20
id_5106,20
id_5107,20
id_5108,21
id_5109,29
id_5110,29
id_5111,27
id_5112,21
id_5113,13
id_5114,4
id_5115,7
id_5116,12
id_5117,13
id_5118,11
id_5119,18
id_5120,28
id_5121,33
id_5122,37
id_5123,30
id_5124,19
id_5125,7
id_5126,7
id_5127,7
id_5128,2
id_5129,0
id_5130,0
id_5131,1
id_5132,5
id_5133,9
id_5134,8
id_5135,2
id_5136,1
id_5137,4
id_5138,7
id_5139,10
id_5140,16
id_5141,15
id_5142,16
id_5143,22
id_5144,25
id_5145,27
id_5146,18
id_5147,19
id_5148,12
id_5149,10
id_5150,6
id_5151,8
id_5152,6
id_5153,19
id_5154,21
id_5155,20
id_5156,4
id_5157,0
id_5158,0
id_5159,0
id_5160,3
id_5161,14
id_5162,19
id_5163,29
id_5164,29
id_5165,34
id_5166,35
id_5167,36
id_5168,40
id_5169,31
id_5170,35
id_5171,37
id_5172,35
id_5173,34
id_5174,26
id_5175,27
id_5176,15
id_5177,11
id_5178,11
id_5179,14
id_5180,15
id_5181,15
id_5182,17
id_5183,23
id_5184,24
id_5185,22
id_5186,13
id_5187,-1
id_5188,-1
id_5189,7
id_5190,12
id_5191,15
id_5192,25
id_5193,37
id_5194,36
id_5195,34
id_5196,22
id_5197,13
id_5198,4
id_5199,4
id_5200,11
id_5201,22
id_5202,23
id_5203,16
id_5204,9
id_5205,4
id_5206,6
id_5207,3
id_5208,13
id_5209,22
id_5210,26
id_5211,18
id_5212,22
id_5213,33
id_5214,40
id_5215,40
id_5216,32
id_5217,30
id_5218,30
id_5219,34
id_5220,37
id_5221,37
id_5222,26
id_5223,18
id_5224,19
id_5225,38
id_5226,52
id_5227,53
id_5228,39
id_5229,17
id_5230,9
id_5231,6
id_5232,12
id_5233,16
id_5234,15
id_5235,16
id_5236,20
id_5237,30
id_5238,24
id_5239,32
id_5240,33
id_5241,40
id_5242,24
id_5243,15
id_5244,7
id_5245,16
id_5246,19
id_5247,23
id_5248,11
id_5249,6
id_5250,1
id_5251,1
id_5252,1
id_5253,0
id_5254,0
id_5255,1
id_5256,1
id_5257,5
id_5258,4
id_5259,4
id_5260,4
id_5261,7
id_5262,13
id_5263,17
id_5264,17
id_5265,11
id_5266,20
id_5267,29
id_5268,33
id_5269,19
id_5270,6
id_5271,6
id_5272,14
id_5273,12
id_5274,12
id_5275,2
id_5276,4
id_5277,1
id_5278,1
id_5279,3
id_5280,4
id_5281,4
id_5282,0
id_5283,1
id_5284,12
id_5285,26
id_5286,39
id_5287,46
id_5288,48
id_5289,51
id_5290,43
id_5291,34
id_5292,33
id_5293,36
id_5294,28
id_5295,24
id_5296,16
id_5297,27
id_5298,21
id_5299,22
id_5300,27
id_5301,29
id_5302,37
id_5303,23
id_5304,17
id_5305,14
id_5306,19
id_5307,25
id_5308,23
id_5309,23
id_5310,19
id_5311,21
id_5312,29
id_5313,38
id_5314,37
id_5315,33
id_5316,21
id_5317,24
id_5318,21
id_5319,26
id_5320,19
id_5321,17
id_5322,19
id_5323,32
id_5324,26
id_5325,21
id_5326,6
id_5327,17
id_5328,14
id_5329,21
id_5330,14
id_5331,32
id_5332,31
id_5333,47
id_5334,55
id_5335,66
id_5336,70
id_5337,66
id_5338,66
id_5339,70
id_5340,70
id_5341,59
id_5342,53
id_5343,49
id_5344,57
id_5345,53
id_5346,65
id_5347,64
id_5348,68
id_5349,52
id_5350,42
id_5351,31
id_5352,27
id_5353,35
id_5354,42
id_5355,41
id_5356,29
id_5357,21
id_5358,17
id_5359,24
id_5360,23
id_5361,18
id_5362,23
id_5363,21
id_5364,27
id_5365,14
id_5366,10
id_5367,5
id_5368,9
id_5369,17
id_5370,26
id_5371,33
id_5372,32
id_5373,24
id_5374,16
id_5375,16
id_5376,21
id_5377,29
id_5378,26
id_5379,21
id_5380,10
id_5381,8
id_5382,16
id_5383,28
id_5384,37
id_5385,39
id_5386,36
id_5387,36
id_5388,31
id_5389,26
id_5390,19
id_5391,21
id_5392,26
id_5393,26
id_5394,31
id_5395,29
id_5396,21
id_5397,13
id_5398,13
id_5399,21
id_5400,23
id_5401,23
id_5402,20
id_5403,20
id_5404,20
id_5405,12
id_5406,6
id_5407,4
id_5408,11
id_5409,11
id_5410,5
id_5411,0
id_5412,6
id_5413,6
id_5414,5
id_5415,0
id_5416,2
id_5417,2
id_5418,3
id_5419,3
id_5420,3
id_5421,11
id_5422,13
id_5423,14
id_5424,8
id_5425,3
id_5426,12
id_5427,23
id_5428,29
id_5429,31
id_5430,31
id_5431,36
id_5432,31
id_5433,31
id_5434,34
id_5435,39
id_5436,36
id_5437,24
id_5438,23
id_5439,14
id_5440,16
id_5441,13
id_5442,14
id_5443,21
id_5444,19
id_5445,23
id_5446,18
id_5447,17
id_5448,24
id_5449,28
id_5450,33
id_5451,26
id_5452,23
id_5453,21
id_5454,21
id_5455,19
id_5456,19
id_5457,25
id_5458,19
id_5459,11
id_5460,0
id_5461,7
id_5462,7
id_5463,6
id_5464,1
id_5465,1
id_5466,1
id_5467,0
id_5468,0
id_5469,0
id_5470,2
id_5471,2
